OS-P2-BT                60.000    114.647   0 med # educated guess 
NT-B-Cl                 60.000    119.252   0 med # educated guess 
NT-OS-BT                60.000    107.856   0 med # educated guess 
NP-BT-CM                60.000    105.971   0 med # educated guess 
NT-B-CT                 60.000    126.410   0 med # educated guess 
NIP-OS-B                60.000    106.643   0 med # educated guess 
C-CM-BT                 60.000    124.598   0 med # educated guess 
NP-BT-CA                60.000    107.787   0 med # educated guess 
NP-BT-N                 60.000    110.765   0 med # educated guess 
NP-BT-H                 60.000    108.442   0 med # educated guess 
NP-BT-CT                60.000    110.831   0 med # educated guess 
NP-BT-C                 60.000    111.077   0 med # educated guess 
NT-B-CM                 60.000    122.965   0 med # educated guess 
S-BT-N                  60.000    107.346   0 med # educated guess 
NP-NT-B                 60.000    128.879   0 med # educated guess 
Se-BT-P2                60.000     85.969   4 med # educated guess 
CT-NT-B                 60.000    124.452   0 med # educated guess 
NIP-BT-NB               60.000    107.045   0 med # educated guess 
CA-CA-BT                60.000    122.362   0 med # educated guess 
NP-BT-NT                60.000     55.208   3 med # educated guess 
NIP-BT-NT               60.000    123.123   0 med # educated guess 
Cl-B-CA                 60.000    118.676   0 med # educated guess 
Cl-B-CT                 60.000    118.453   0 med # educated guess 
CA-CM-BT                60.000    125.434   1 med # educated guess 
HC-CT-B                 60.000    110.157   0 med # educated guess 
BT-Se-BT                60.000     91.554   0 med # educated guess 
Cl-B-Cl                 60.000    118.090   0 med # educated guess 
NT-BT-Br                60.000    115.949   0 med # educated guess 
CT-B-CM                 60.000    131.119   0 med # educated guess 
CT-B-CA                 60.000    121.426   0 med # educated guess 
CT-B-CT                 60.000    117.546   0 med # educated guess 
NP-B-CA                 60.000    128.580   0 med # educated guess 
OS-BT-OS                60.000    109.542   0 med # educated guess 
NI-BT-CA                60.000    109.210   0 med # educated guess 
O-C-BT                  60.000    126.086   0 med # educated guess 
CZ-BT-C                 60.000    112.905   0 med # educated guess 
CT-CM-BT                60.000    118.857   0 med # educated guess 
NP-B-CT                 60.000    127.386   0 med # educated guess 
NI-BT-CT                60.000    111.735   0 med # educated guess 
CT-CM-B                 60.000    120.367   0 med # educated guess 
P2-O-BT                 60.000    147.706   0 med # educated guess 
P2-NIP-BT               60.000    135.679   0 med # educated guess 
NIP-BT-H                60.000    109.712   0 med # educated guess 
H-OS-B                  60.000    111.982   0 med # educated guess 
C-BT-Br                 60.000    109.138   0 med # educated guess 
NT-CT-BT                60.000    114.815   0 med # educated guess 
NB-OS-BT                60.000    108.744   0 med # educated guess 
NIP-BT-CA               60.000    109.627   0 med # educated guess 
CT-NP-B                 60.000    113.191   0 med # educated guess 
C-CT-BT                 60.000    108.665   0 med # educated guess 
NIP-BT-CM               60.000    111.398   0 med # educated guess 
CA-OS-BT                60.000    115.282   0 med # educated guess 
NP-B-NT                 60.000     98.811   4 med # educated guess 
NIP-BT-CT               60.000    109.586   0 med # educated guess 
NB-B-NB                 60.000    115.109   0 med # educated guess 
NIP-BT-Cl               60.000    111.278   0 med # educated guess 
P2-NT-BT                60.000     96.332   4 med # educated guess 
S-CT-BT                 60.000    108.506   0 med # educated guess 
P2-P2-BT                60.000     98.842   0 med # educated guess 
CA-NT-BT                60.000     88.849   0 med # educated guess 
F-P2-BT                 60.000    108.481   0 med # educated guess 
OS-BT-OS                60.000     89.693   4 med # educated guess 
Si-S-BT                 60.000     92.768   0 med # educated guess 
SY-CT-BT                60.000    118.185   0 med # educated guess 
O-BT-F                  60.000    107.968   0 med # educated guess 
Se-BT-NB                60.000    104.195   0 med # educated guess 
O-BT-I                  60.000    109.302   0 med # educated guess 
BT-P2-BT                60.000     90.791   4 med # educated guess 
O-BT-N                  60.000    110.303   0 med # educated guess 
F-BT-F                  60.000    110.611   0 med # educated guess 
P2-BT-F                 60.000    108.403   0 med # educated guess 
P2-BT-C                 60.000    113.003   0 med # educated guess 
P2-BT-B                 60.000    117.695   0 med # educated guess 
Se-BT-NP                60.000    108.865   0 med # educated guess 
P2-BT-N                 60.000     97.225   0 med # educated guess 
P2-BT-I                 60.000    112.761   0 med # educated guess 
P2-BT-H                 60.000    107.547   0 med # educated guess 
CA-B-CA                 60.000    124.129   0 med # educated guess 
NP-BT-NIP               60.000    101.485   0 med # educated guess 
BT-OS-BT                60.000     90.307   4 med # educated guess 
H-BT-H                  60.000    111.178   0 med # educated guess 
CA-B-CT                 60.000    115.224   0 med # educated guess 
