CO3-SM2       325.000    1.678  0  high # mmff  empfc
CO4-CO4       250.000    1.523  0  high # dft/6-31g* empfc
CO4-CT1       255.000    1.522  0  high # dft/6-31g* empfc
CO4-N         435.000    1.380  0  high # dft/6-31g* empfc
CO4-O4T       460.000    1.355  4  high # mmff  empfc
CO4-S         210.000    1.799  0  high # dft/6-31g* empfc
CQ-NAP        535.000    1.326  0  high # mmff 1 occ  empfc
CQ-NE         410.000    1.375  0  high # dft/6-31g* empfc
CQ-NO2        275.000    1.459  0  high # dft/6-31g* empfc
CQ-NP         270.000    1.516  0  high # dft/6-31g* empfc
CQ-OH         500.000    1.356  0  high # dft/6-31g* empfc
CQ-OS         480.000    1.338  0  high # dft/6-31g* empfc
CQ-SY         195.000    1.799  0  high # dft/6-31g* empfc
CRA-CT        295.000    1.488  0  high # dft/6-31g* empfc
CRA-Cl        245.000    1.718  0  high # mmff  empfc
CRA-F         535.000    1.313  0  high # mmff  empfc
CRA-N5A       450.000    1.364  0  high # mmff  empfc
CRA-N5P       520.000    1.342  0  high # dft/6-31g* empfc
CRA-NC56      450.000    1.364  0  high # mmff  empfc
CRA-NE        420.000    1.385  0  high # dft/6-31g* empfc
CRA-NI        490.000    1.345  0  high # mmff  empfc
CRA-NO2       335.000    1.430  0  high # dft/6-31g* empfc
CRA-NP        310.000    1.472  0  high # dft/6-31g* empfc
CRA-OH        485.000    1.359  0  high # dft/6-31g* empfc
CRA-OS        500.000    1.337  0  high # dft/6-31g* empfc
CRA-SA        250.000    1.765  0  high # dft/6-31g* empfc
CRA-SY        225.000    1.774  0  high # dft/6-31g* empfc
CRB-HA        395.000    1.080  0  high # dft/6-31g* empfc
CRB-N5A       550.000    1.323  0  high # dft/6-31g* empfc
CRB-N5B       470.000    1.361  0  high # dft/6-31g* empfc
CRB-N5P       410.000    1.398  0  high # dft/6-31g* empfc
CRP-HA        400.000    1.075  0  high # dft/6-31g* empfc
CRP-N56P      515.000    1.335  0  high # mmff  empfc
CRP-N5P       520.000    1.338  0  high # dft/6-31g* empfc
CRP-NA        450.000    1.367  0  high # dft/6-31g* empfc
CRP-NAX       505.000    1.352  0  high # dft/6-31g* empfc
CRP-SA        260.000    1.741  0  high # dft/6-31g* empfc
CT-NA         320.000    1.443  0  high # dft/6-31g* empfc
CT-NA6        320.000    1.446  0  high # mmff  empfc
CT-NHZ        305.000    1.455  0  high # dft/6-31g* empfc
CT-NI         315.000    1.435  0  high # dft/6-31g* empfc
CT-NM         320.000    1.444  0  high # mmff  empfc
CT-NO         250.000    1.501  0  high # dft/6-31g* empfc
CT-NS         300.000    1.458  0  high # dft/6-31g* empfc
CT-NTX        255.000    1.497  0  high # dft/6-31g* empfc
CT-NX         310.000    1.452  0  high # dft/6-31g* empfc
CT-NZA        280.000    1.455  0  high # dft/6-31g* empfc
CT-OH5        355.000    1.421  0  high # dft/6-31g* empfc
CT-OM         570.000    1.307  0  high # mmff  empfc
CT-OS1        335.000    1.422  0  high # dft/6-31g* empfc
CT-P1         190.000    1.847  0  high # dft/6-31g* empfc
CT-P2         185.000    1.874  0  high # dft/6-31g* empfc
CT-P3         130.000    1.820  0  high # PBF_dft/6-31G* empfc
C-P3          130.000    1.860  0  high # PBF_dft/6-31G* empfc
CT-PR         200.000    1.830  0  high # mmff  empfc
CT-SM         222.000    1.810  0  high # opls core
CT-SY         205.000    1.840  0  high # dft/6-31g* empfc
CT-Si         175.000    1.901  0  high # dft/6-31g* empfc
CT1-NT        305.000    1.457  0  high # dft/6-31g* empfc
CT1-NX        310.000    1.445  0  high # dft/6-31g* empfc
CZ-CZ         985.000    1.221  0  high # dft/6-31g* empfc
CZ-CZ         505.000    1.365  1  high # dft/6-31G* empfc
CZ-Cl         305.000    1.657  0  high # dft/6-31g* empfc
CZ-HC         410.000    1.067  0  high # dft/6-31g* empfc
CZ-I          160.000    2.004  0  high # dft/6-31g* empfc
CZ-NE         500.000    1.345  0  high # dft/6-31g* empfc
CZ-NI         550.000    1.321  0  high # dft/6-31g* empfc
CZ-NM         515.000    1.335  0  high #  WD add double check r0  empfc
CZA-NI        915.000    1.218  0  high # dft/6-31g* empfc
CZA-O        1115.000    1.177  0  high # dft/6-31g* empfc
Cl-OS         765.000    1.450  0  high # mmff  empfc
Cl-PR         175.000    2.100  0  high # mmff  empfc
Cl-Si         205.000    2.050  0  high # mmff  empfc
H-N5A         495.000    1.012  0  high # mmff  empfc
H-NA6         480.000    1.018  0  high # mmff  empfc
H-NHZ         505.000    1.014  0  high # dft/6-31g* empfc
H-NS          500.000    1.020  0  high # dft/6-31g* empfc
H-NST         490.000    1.022  0  high # dft/6-31g* empfc
H-NX          505.000    1.018  0  high # dft/6-31g* empfc
H-NM          480.000    1.027  0  high # dft/6-31g* empfc
H-N5P         505.000    1.012  0  high # dft/6-31g* empfc
H-NAP         475.000    1.020  0  high # dft/6-31g* empfc
H-NC          485.000    1.016  0  high # mmff  empfc
H-NIP         490.000    1.015  0  high # dft/6-31g* empfc
H-NNC         490.000    1.014  0  high # mmff  empfc
H-NTX         435.000    1.043  0  high # dft/6-31g* empfc
HO-OH5        580.000    0.967  0  high # dft/6-31g* empfc
HP-P1         225.000    1.411  0  high # dft/6-31g* empfc
HP-PM         205.000    1.423  0  high # mmff  empfc
HP-PR         210.000    1.415  0  high # mmff  empfc
HS-S          280.000    1.355  0  high # dft/6-31g* empfc
HSi-Si        165.000    1.487  0  high # dft/6-31g* empfc
N-NI          305.000    1.341  0  high # dft/6-31g* empfc
N-NIP         285.000    1.347  0  high # dft/6-31g* empfc
N-OH          310.000    1.406  0  high # dft/6-31g* empfc
N5A-N5B       420.000    1.291  0  high # dft/6-31g* empfc
N5A-NC56      325.000    1.356  0  high # dft/6-31g* empfc
N5A-NP56      310.000    1.356  0  high # mmff  empfc
N5A-SA        270.000    1.679  0  high # dft/6-31g* empfc
NAX-SA        260.000    1.684  0  high # mmff  empfc
N5B-N5B       290.000    1.379  0  high # dft/6-31g* empfc
N5B-N5P       360.000    1.327  0  high # dft/6-31g* empfc
N5B-NA        370.000    1.323  0  high # dft/6-31g* empfc
N5M-N5M       345.000    1.341  0  high # dft/6-31g* empfc
N5P-N5P       275.000    1.382  0  high # mmff  empfc
N5P-OA        275.000    1.431  0  high # mmff  empfc
N5P-SA        165.000    1.819  0  high # mmff ab initio r0  empfc
NB-NAP        360.000    1.321  0  high # mmff  empfc
NA-NAX        275.000    1.382  0  high # mmff  empfc
NA-NT         260.000    1.401  0  high # dft/6-31g* empfc
NA-OS         365.000    1.368  0  high # dft/6-31g* empfc
NA-P2         205.000    1.793  0  high # dft/6-31g* empfc
NA-S          235.000    1.719  0  high # dft/6-31g* empfc
NA-SY         230.000    1.709  0  high # dft/6-31g* empfc
NA6-NAA       315.000    1.352  0  high # mmff  empfc
NAA-NAB       520.000    1.243  0  high # mmff  empfc
NAA-NC56      335.000    1.337  0  high # mmff  empfc
NZP-ONX       595.000    1.218  0  high # dft/6-31G* 
NAP-ONX       595.000    1.261  0  high # mmff  empfc
NAX-ONX       560.000    1.285  0  high # dft/6-31g* empfc
NHZ-NI        315.000    1.343  0  high # dft/6-31g* empfc
NHZ-NN        300.000    1.357  0  high # dft/6-31g* empfc
NI-NT         275.000    1.382  0  high # mmff  empfc
NI-OH         285.000    1.423  0  high # dft/6-31g* empfc
NM-SY         350.000    1.613  0  high # dft/6-31g* empfc
NN-NN         555.000    1.240  0  high # dft/6-31g* empfc
NN-NN         275.000    1.384  1  high # mmff  empfc
NO-ON         775.000    1.212  0  high # dft/6-31g* empfc
NO3-ON        790.000    1.209  0  high # dft/6-31g* empfc
NO3-OS        295.000    1.406  0  high # dft/6-31g* empfc
NS-SY         245.000    1.722  0  high # dft/6-31g* empfc
NE-SY         220.000    1.729  0  high # dft/6-31g* empfc
NST-SY        415.000    1.567  0  high # dft/6-31g* empfc
NT-OH         270.000    1.440  0  high # dft/6-31g* empfc
NTX-ONX       410.000    1.347  0  high # dft/6-31g* empfc
NX-P2         250.000    1.771  0  high # dft/6-31g* empfc
NX-P3         170.000    1.781  0  high # xray empfc
NZA-NZC       555.000    1.236  0  high # dft/6-31g* empfc
NZA-NZT       555.000    1.190  0  high # dft/6-31g* empfc
NZC-NZT       920.000    1.138  0  high # dft/6-31g* empfc
O2Z-P1        675.000    1.490  0  high # dft/6-31g* empfc
O2Z-P3        525.000    1.516  0  high # xray empfc
O2Z-P4        425.000    1.599  0  high # mmff ab initio r0  empfc
OS-P1         405.000    1.623  0  high # dft/6-31g* empfc
OS-P3         230.000    1.630  0  high # xray empfc
OS-S          655.000    1.490  0  high # mmff  empfc
OS-SY         335.000    1.682  0  high # dft/6-31g* empfc
OS-Si         310.000    1.691  0  high # dft/6-31g* empfc
OY-SY         735.000    1.471  0  high # dft/6-31g* empfc
P1-ST         270.000    1.959  0  high # dft/6-31g* empfc
Si-Si          85.000    2.352  0  high # dft/6-31g* empfc
CM-CZ         400.000    1.423  0  high # dft/6-31g* empfc
S-SZ          165.000    2.085  0  high #  added ab initio r0  empfc
CT-CT4        317.000    1.495  0  high # opls core
C5N-CT4       546.000    1.352  0  high # opls core
C56B-CT4      388.000    1.459  0  high # opls core
CTR-OC3       656.000    1.250  0  high # opls core
CT4-CTH       317.000    1.495  0  high # opls core
Fe-S          300.000    2.320  0  high #  WD guess
HWS-OWS      1000.000    1.000  0  high #  SPC WATER - FORCE CONSTANT IS A GUES
HT3-OT3      1000.000    0.9572 0  high #  TIP3P WATER - FORCE CONSTANT IS A GU
HT4-OT4      1000.000    0.9572 0  high #  TIP4P WATER - FORCE CONSTANT IS A GU
HWS-HWS      1000.000    1.633  0  high #  SPC WATER - FORCE CONSTANT IS A GUES
HT4-HT4      1000.000    1.5137 0  high #  TIP4P WATER - FORCE CONSTANT IS A GU
HT3-HT3      1000.000    1.5137 0  high #  TIP3P WATER - FORCE CONSTANT IS A GU
MT4-OT4       900.000    0.150  0  high #  "
NN-SY         190.000    1.771  0  high # dft/6-31g* empfc
NIX-NX2       420.000    1.295  0  high # dft/6-31g* empfc
H-NN          440.000    1.040  0  high # dft/6-31g* empfc
NIX-NN        470.000    1.272  0  high # dft/6-31g* empfc
N-NX2         260.000    1.372  0  high # dft/6-31g* empfc
C-Cl          180.000    1.815  0  high # dft/6-31g* empfc
CM-NI         405.000    1.380  0  high # dft/6-31g* empfc
C-NIP         200.000    1.533  0  high # dft/6-31g* empfc
CA-NIP        340.000    1.432  0  high # dft/6-31g* empfc
CM-NIP        335.000    1.413  0  high # dft/6-31g* empfc
CZ-S          310.000    1.697  0  high # dft/6-31g* empfc
NI-S          215.000    1.744  0  high # dft/6-31g* empfc
NI-SY         285.000    1.656  0  high # dft/6-31g* empfc
NI-NI         260.000    1.382  1  high # dft/6-31g* empfc
C4M-CA        300.000    1.489  4  high # dft/6-31g* empfc
C4M-CM        545.000    1.340  0  high # dft/6-31g* empfc
C3M-C3M       735.000    1.290  3  high # dft/6-31g* empfc
C3M-C3T       285.000    1.506  3  high # dft/6-31g* empfc
C4M-N4T       380.000    1.368  4  high # dft/6-31g* empfc
C5A-CG        365.000    1.435  0  high # dft/6-31g* empfc
C5A-S         245.000    1.756  0  high # dft/6-31g* empfc
C5BC-S        240.000    1.765  0  high # dft/6-31g* empfc
CA5-HA        385.000    1.083  0  high # dft/6-31g* empfc
CA5-N5B       525.000    1.333  0  high # dft/6-31g* empfc
CA-N4T        340.000    1.444  4  high # dft/6-31g* empfc
CA-NX2        390.000    1.403  0  high # dft/6-31g* empfc
C-C3T         295.000    1.481  0  high # dft/6-31g* empfc
C3T-CDS       330.000    1.466  0  high # dft/6-31g* empfc
C-CD          270.000    1.486  0  high # dft/6-31g* empfc
CD-CDS        315.000    1.479  0  high # dft/6-31g* empfc
CD-CHZ        305.000    1.452  0  high # dft/6-31g* empfc
CD-Cl         190.000    1.794  0  high # dft/6-31g* empfc
CD-CO4        275.000    1.494  0  high # dft/6-31g* empfc
CD-NA         360.000    1.429  0  high # dft/6-31g* empfc
CD-NM         460.000    1.359  0  high # dft/6-31g* empfc
CD-OH         440.000    1.374  0  high # dft/6-31g* empfc
CD-OS         445.000    1.361  0  high # dft/6-31g* empfc
CD-S          220.000    1.793  0  high # dft/6-31g* empfc
CD-SH         240.000    1.772  0  high # dft/6-31g* empfc
CDX-N         400.000    1.380  0  high # dft/6-31g* empfc
CDX-NN        310.000    1.453  0  high # dft/6-31g* empfc
CDX-NZA       355.000    1.418  0  high # dft/6-31g* empfc
CDX-S         215.000    1.812  0  high # dft/6-31g* empfc
CDX-SH        220.000    1.810  0  high # dft/6-31g* empfc
CG-CG         420.000    1.394  0  high # dft/6-31g* empfc
CG-NIX        575.000    1.318  0  high # dft/6-31g* empfc
CHZ-CO4       310.000    1.459  0  high # dft/6-31g* empfc
CHZ-CZ        395.000    1.423  0  high # dft/6-31g* empfc
CHZ-S         225.000    1.786  0  high # dft/6-31g* empfc
Cl-P1         210.000    2.048  0  high # dft/6-31g* empfc
CM-CZA        660.000    1.312  0  high # dft/6-31g* empfc
CM-NAP        320.000    1.394  0  high # dft/6-31g* empfc
CM-NIX        300.000    1.462  0  high # dft/6-31g* empfc
CM-SH         230.000    1.780  0  high # dft/6-31g* empfc
C-NA          320.000    1.420  0  high # dft/6-31g* empfc
C-NIX         260.000    1.475  0  high # dft/6-31g* empfc
C-NM          495.000    1.346  0  high # dft/6-31g* empfc
CDS-NM        530.000    1.343  0  high # dft/6-31g* empfc
C-NN          260.000    1.484  0  high # dft/6-31g* empfc
CO4-NI        395.000    1.388  0  high # dft/6-31g* empfc
CO4-NM        560.000    1.320  0  high # dft/6-31g* empfc
CO-NP         215.000    1.578  0  high # dft/6-31g* empfc
CRA-S         245.000    1.755  0  high # dft/6-31g* empfc
CRP-NE        510.000    1.332  0  high # dft/6-31g* empfc
CT-N5P        300.000    1.456  0  high # dft/6-31g* empfc
CT-NIX        265.000    1.491  0  high # dft/6-31g* empfc
CT-NN         290.000    1.469  0  high # dft/6-31g* empfc
H-NH          495.000    1.018  0  high # dft/6-31g* empfc
H-NIX         455.000    1.032  0  high # dft/6-31g* empfc
H-NX2         480.000    1.027  0  high # dft/6-31g* empfc
N5P-NA        340.000    1.349  0  high # dft/6-31g* empfc
N5P-NT        290.000    1.370  0  high # dft/6-31g* empfc
NE-NH         245.000    1.395  0  high # dft/6-31g* empfc
NE-NI         355.000    1.315  0  high # dft/6-31g* empfc
NE-OH         315.000    1.396  0  high # dft/6-31g* empfc
NG-NS         265.000    1.378  0  high # dft/6-31g* empfc
NI-ON         905.000    1.183  0  high # dft/6-31g* empfc
NI-P1         350.000    1.640  0  high # dft/6-31g* empfc
NIX-NT        215.000    1.459  0  high # dft/6-31g* empfc
NIX-ONX       635.000    1.253  0  high # dft/6-31g* empfc
NIX-OS        270.000    1.437  0  high # dft/6-31g* empfc
NN-OH         395.000    1.358  0  high # dft/6-31g* empfc
NP-SY         150.000    2.115  0  high # dft/6-31g* empfc
NX-P1         305.000    1.702  0  high # dft/6-31g* empfc
OH-S          310.000    1.698  0  high # dft/6-31g* empfc
NIX-NIX       345.000    1.307  0  high # dft/6-31g* empfc
NI-NO2        285.000    1.368  0  high # dft/6-31g* empfc
CT-I           95.000    2.180  0  high # dft/6-31g* empfc
CA-SZ         200.000    1.817  0  high # dft/6-31g* empfc
NT-SZ         205.000    1.734  0  high # dft/6-31g* empfc
C5BC-CT       285.000    1.502  0  high # dft/6-31g* empfc
CA-NIX        315.000    1.443  0  high # dft/6-31g* empfc
CA-NZP        445.000    1.370  0  high # dft/6-31g* empfc
CM-NN         395.000    1.389  0  high # dft/6-31g* empfc
C-NE          315.000    1.432  0  high # dft/6-31g* empfc
CO4-CZ        335.000    1.469  0  high # dft/6-31g* empfc
CO4-NN        310.000    1.450  0  high # dft/6-31g* empfc
CRA-NM        525.000    1.338  0  high # dft/6-31g* empfc
CT-NZP        340.000    1.435  0  high # dft/6-31g* empfc
CZ-NZP       1305.000    1.152  0  high # dft/6-31g* empfc
NA-NO         130.000    1.558  0  high # dft/6-31g* empfc
NAP-OS        370.000    1.380  0  high # dft/6-31g* empfc
N-P1          290.000    1.710  0  high # dft/6-31g* empfc
NZ-NZP       1045.000    1.115  0  high # dft/6-31g* empfc
P1-S          160.000    2.131  0  high # dft/6-31g* empfc
N-NO2         245.000    1.418  0  high # dft/6-31g* empfc
HP-P2         210.000    1.425  0  high # dft/6-31g* empfc
C-CZ          365.000    1.443  0  high # dft/6-31g* empfc
CDS-CZ        380.000    1.429  0  high # dft/6-31g* empfc
CZ-N          495.000    1.346  0  high # dft/6-31g* empfc
N-N           265.000    1.392  0  high # dft/6-31g* empfc
N-NB          285.000    1.371  0  high # dft/6-31g* empfc
C-NT          415.000    1.383  0  high # dft/6-31g* empfc
CM-NT         405.000    1.388  0  high # dft/6-31g* empfc
NB-NT         245.000    1.412  0  high # dft/6-31g* empfc
NIP-NT        315.000    1.351  0  high # dft/6-31g* empfc
NT-NT         205.000    1.451  0  high # dft/6-31g* empfc
Br-OS         195.000    1.923  0  high # dft/6-31g* empfc
CZ-OS         575.000    1.310  0  high # dft/6-31g* empfc
N-OS          320.000    1.390  0  high # dft/6-31g* empfc
NI-OS         320.000    1.394  0  high # dft/6-31g* empfc
NT-OS         275.000    1.430  0  high # dft/6-31g* empfc
CM-P2         205.000    1.830  0  high # dft/6-31g* empfc
N-S           230.000    1.714  0  high # dft/6-31g* empfc
NT-S          240.000    1.710  0  high # dft/6-31g* empfc
O-SX          615.000    1.505  0  high # dft/6-31g* empfc
CM-SY         215.000    1.802  0  high # dft/6-31g* empfc
CZ-SY         285.000    1.726  0  high # dft/6-31g* empfc
Cl-SY         170.000    2.116  0  high # dft/6-31g* empfc
CM-SZ         205.000    1.810  0  high # dft/6-31g* empfc
N-SZ          195.000    1.773  0  high # dft/6-31g* empfc
OS-SZ         295.000    1.710  0  high # dft/6-31g* empfc
CM-Si         155.000    1.923  0  high # dft/6-31g* empfc
CZ-Si         210.000    1.835  0  high # dft/6-31g* empfc
Br-CTHO       140.000    2.007  0  high # 15 bonds, QM avg=2.012, rms=0.027
C3T-CA        285.000    1.491  0  high # dft/6-31g* empfc
C3T-CM        305.000    1.480  0  high # dft/6-31g* empfc
C3T-CZ        380.000    1.436  0  high # dft/6-31g* empfc
C3T-P1        205.000    1.810  0  high # dft/6-31g* empfc
C3T-P2        190.000    1.846  0  high # dft/6-31g* empfc
C4M-NI        770.000    1.251  1  high # dft/6-31g* empfc
C4M-O4T       420.000    1.379  4  high # dft/6-31g* empfc
C4-N4T        350.000    1.382  4  high # dft/6-31g* empfc
C4T-NS        270.000    1.494  4  high # dft/6-31g* empfc
C5A-CD        340.000    1.446  0  high # dft/6-31g* empfc
C5A-CM        375.000    1.423  0  high # dft/6-31g* empfc
C5A-CO4       335.000    1.450  0  high # dft/6-31g* empfc
C5A-CZ        440.000    1.404  0  high # dft/6-31g* empfc
C5A-N         490.000    1.346  0  high # dft/6-31g* empfc
C5A-NI        440.000    1.363  0  high # dft/6-31g* empfc
C5A-NM        480.000    1.356  0  high # dft/6-31g* empfc
C5A-NN        430.000    1.380  0  high # dft/6-31g* empfc
C5A-P1        215.000    1.806  0  high # dft/6-31g* empfc
C5BB-CT       295.000    1.498  0  high # dft/6-31g* empfc
C5BB-OS       450.000    1.362  0  high # dft/6-31g* empfc
C5B-CO4       345.000    1.446  0  high # dft/6-31g* empfc
C5B-CZ        405.000    1.419  0  high # dft/6-31g* empfc
C5BD-CM       365.000    1.428  0  high # dft/6-31g* empfc
C5BD-CT       285.000    1.500  0  high # dft/6-31g* empfc
C5BD-CZ       420.000    1.414  0  high # dft/6-31g* empfc
C5BD-NE       375.000    1.407  0  high # dft/6-31g* empfc
C5BD-OS       435.000    1.363  0  high # dft/6-31g* empfc
C5B-P1        215.000    1.799  0  high # dft/6-31g* empfc
C5B-S         240.000    1.751  0  high # dft/6-31g* empfc
C5M-CRA       350.000    1.436  1  high # dft/6-31g* empfc
C5M-CT        300.000    1.489  0  high # dft/6-31g* empfc
C5M-NI        405.000    1.381  0  high # dft/6-31g* empfc
C5M-S         225.000    1.783  0  high # dft/6-31g* empfc
C5X-N5B       580.000    1.314  0  high # dft/6-31g* empfc
C5X-SY        215.000    1.808  0  high # dft/6-31g* empfc
CA5-CA5       360.000    1.432  0  high # dft/6-31g* empfc
CA5-NB        470.000    1.355  0  high # dft/6-31g* empfc
CA5-NM        500.000    1.336  0  high # dft/6-31g* empfc
CA5-SA        255.000    1.769  0  high # dft/6-31g* empfc
CA5-SY        215.000    1.803  0  high # dft/6-31g* empfc
CA-CA5        440.000    1.409  0  high # dft/6-31g* empfc
CA-CO         270.000    1.504  0  high # dft/6-31g* empfc
CA-CT1        275.000    1.474  0  high # dft/6-31g* empfc
CA-N5B        465.000    1.355  0  high # dft/6-31g* empfc
CA-NG         330.000    1.429  0  high # dft/6-31g* empfc
CA-NHZ        350.000    1.404  0  high # dft/6-31g* empfc
CA-NO         335.000    1.427  0  high # dft/6-31g* empfc
CA-P1         210.000    1.809  0  high # dft/6-31g* empfc
C-CDX         275.000    1.487  0  high # dft/6-31g* empfc
CDS-CDX       300.000    1.484  0  high # dft/6-31g* empfc
C-CG          275.000    1.508  0  high # dft/6-31g* empfc
C-CO          240.000    1.524  0  high # dft/6-31g* empfc
CD-CD         270.000    1.479  0  high # dft/6-31g* empfc
CD-CRA        330.000    1.452  0  high # dft/6-31g* empfc
CD-CZ         370.000    1.440  0  high # dft/6-31g* empfc
CD-P1         200.000    1.801  0  high # dft/6-31g* empfc
CDX-CDX       300.000    1.437  0  high # dft/6-31g* empfc
CDX-CG        290.000    1.441  0  high # dft/6-31g* empfc
CDX-CHZ       300.000    1.452  0  high # dft/6-31g* empfc
CDX-Cl        205.000    1.783  0  high # dft/6-31g* empfc
CDX-CT        260.000    1.508  0  high # dft/6-31g* empfc
CDX-NG        420.000    1.378  0  high # dft/6-31g* empfc
CDX-NM        430.000    1.365  0  high # dft/6-31g* empfc
CDX-NNC       585.000    1.311  1  high # dft/6-31g* empfc
CDX-NO2       280.000    1.457  0  high # dft/6-31g* empfc
CDX-OS        455.000    1.358  0  high # dft/6-31g* empfc
CDX-P1        190.000    1.848  0  high # dft/6-31g* empfc
CDX-SY        205.000    1.778  0  high # dft/6-31g* empfc
CDZ-CO4       325.000    1.462  0  high # dft/6-31g* empfc
CDZ-HC        395.000    1.083  0  high # dft/6-31g* empfc
CDZ-SY        210.000    1.805  0  high # dft/6-31g* empfc
CG-CHZ        310.000    1.438  0  high # dft/6-31g* empfc
CG-CO4        265.000    1.513  0  high # dft/6-31g* empfc
CG-CT1        260.000    1.474  0  high # dft/6-31g* empfc
CG-N*         590.000    1.308  0  high # dft/6-31g* empfc
CG-NI         440.000    1.338  0  high # dft/6-31g* empfc
CG-NT         565.000    1.322  0  high # dft/6-31g* empfc
CG-OS         495.000    1.344  0  high # dft/6-31g* empfc
CHZ-CHZ       335.000    1.435  0  high # dft/6-31g* empfc
CHZ-Cl        205.000    1.764  0  high # dft/6-31g* empfc
CHZ-CMA       345.000    1.429  0  high # dft/6-31g* empfc
CHZ-CO3       230.000    1.534  0  high # dft/6-31g* empfc
CHZ-CO        265.000    1.510  0  high # dft/6-31g* empfc
CHZ-CRA       355.000    1.422  0  high # dft/6-31g* empfc
CHZ-OS        430.000    1.366  0  high # dft/6-31g* empfc
CHZ-P1        210.000    1.796  0  high # dft/6-31g* empfc
CHZ-SY        200.000    1.799  0  high # dft/6-31g* empfc
CMA-CO4       270.000    1.476  0  high # dft/6-31g* empfc
CMA-CT        270.000    1.512  0  high # dft/6-31g* empfc
CMA-NE        415.000    1.382  0  high # dft/6-31g* empfc
CMA-P1        185.000    1.842  0  high # dft/6-31g* empfc
CM-CRA        335.000    1.450  0  high # dft/6-31g* empfc
CM-N5P        345.000    1.384  0  high # dft/6-31g* empfc
CM-NA         370.000    1.395  0  high # dft/6-31g* empfc
CM-NG         400.000    1.378  0  high # dft/6-31g* empfc
CM-NHZ        400.000    1.386  0  high # dft/6-31g* empfc
CM-NNE        365.000    1.393  0  high # dft/6-31g* empfc
CM-NP         280.000    1.473  0  high # dft/6-31g* empfc
CM-NS         380.000    1.395  0  high # dft/6-31g* empfc
CM-NTX        260.000    1.490  0  high # dft/6-31g* empfc
CM-P1         215.000    1.818  0  high # dft/6-31g* empfc
C-NG          345.000    1.422  0  high # dft/6-31g* empfc
C-NST         410.000    1.383  0  high # dft/6-31g* empfc
CDS-NST       465.000    1.359  0  high # dft/6-31g* empfc
CO3-CT1       317.000    1.522  0  high # opls core
CO4-NST       425.000    1.378  0  high # dft/6-31g* empfc
CO4-P1        190.000    1.855  0  high # dft/6-31qg* empfc
CO4-Si        145.000    1.953  0  high # dft/6-31g* empfc
CO-CO3        205.000    1.564  0  high # dft/6-31g* empfc
CO-CO4        235.000    1.518  0  high # dft/6-31g* empfc
CO-CRB        295.000    1.488  0  high # dft/6-31g* empfc
CO-N*         275.000    1.479  0  high # dft/6-31g* empfc
CO-NE         320.000    1.442  0  high # dft/6-31g* empfc
CO-NG         305.000    1.457  0  high # dft/6-31g* empfc
CO-NH         315.000    1.454  0  high # dft/6-31g* empfc
CO-P1         175.000    1.856  0  high # dft/6-31g* empfc
C-P1          175.000    1.868  0  high # dft/6-31g* empfc
CQ-CZ         375.000    1.437  0  high # dft/6-31g* empfc
CQ-N          380.000    1.360  0  high # dft/6-31g* empfc
CQ-NM         515.000    1.341  0  high # dft/6-31g* empfc
CQ-S          225.000    1.774  0  high # dft/6-31g* empfc
CR3-NE        415.000    1.402  0  high # dft/6-31g* empfc
CRA-CTHO      305.000    1.482  0  high # dft/6-31g* empfc
CRA-CZ        410.000    1.416  0  high # dft/6-31g* empfc
CRA-NB        350.000    1.419  1  high # dft/6-31g* empfc
CRA-NN        375.000    1.409  0  high # dft/6-31g* empfc
CRA-P1        210.000    1.828  0  high # dft/6-31g* empfc
CRA-SZ        200.000    1.819  0  high # dft/6-31g* empfc
CRB-CT        300.000    1.487  0  high # dft/6-31g* empfc
CRB-NE        405.000    1.406  0  high # dft/6-31g* empfc
CRB-NM        530.000    1.336  0  high # dft/6-31g* empfc
CRB-SY        210.000    1.777  0  high # dft/6-31g* empfc
CRP-CT        290.000    1.488  0  high # dft/6-31g* empfc
CRP-NI        525.000    1.325  0  high # dft/6-31g* empfc
CRP-P1        190.000    1.858  0  high # dft/6-31g* empfc
CT1-CZ        325.000    1.480  0  high # dft/6-31g* empfc
CT1-NI        315.000    1.431  0  high # dft/6-31g* empfc
CT1-NN        285.000    1.459  0  high # dft/6-31g* empfc
CT1-NO        225.000    1.521  0  high # dft/6-31g* empfc
CT1-NP        367.000    1.471  0  high # opls core
CT1-NTX       255.000    1.472  0  high # dft/6-31g* empfc
CT1-NZA       285.000    1.464  0  high # dft/6-31g* empfc
CT1-OH        380.000    1.404  0  high # dft/6-31g* empfc
CT1-OS        330.000    1.424  0  high # dft/6-31g* empfc
CT1-P1        185.000    1.868  0  high # dft/6-31g* empfc
CT1-S         190.000    1.827  0  high # dft/6-31g* empfc
CTHO-Cl       175.000    1.819  0  high # dft/6-31g* empfc
CTHO-F        455.000    1.355  0  high # dft/6-31g* empfc
CTHO-HC       375.000    1.089  0  high # dft/6-31g* empfc
CTHO-OS       470.000    1.351  0  high # dft/6-31g* empfc
CT-NAP        280.000    1.457  0  high # dft/6-31g* empfc
CT-NH         295.000    1.458  0  high # dft/6-31g* empfc
CT-NNB        310.000    1.415  0  high # dft/6-31g* empfc
CT-NST        320.000    1.450  0  high # dft/6-31g* empfc
CT-NTH0       310.000    1.447  0  high # dft/6-31g* empfc
CT-NTH2       300.000    1.468  0  high # dft/6-31g* empfc
